Code,Category,Group,Activity Name,Arabic Name,Third Party,When,Notes
6209.12,Media,620,Cyber security consultancy,إستشارات الأمن السايبراني,N/A,N/A,
6209.13,Media,620,Security systems consultancy,إستشارات أنظمة الحماية,N/A,N/A,
6209.14,Media,620,Cyber risk management services,خدمات إدارة المخاطر السايبرانية,N/A,N/A,
6209.15,Media,620,Innovation and artificial intelligence research and consultancies,استشارات وأبحاث الذكاء الصناعي و الإبتكار,N/A,N/A,
6209.16,Media,620,Technological Projects Management,ادارة المشاريع التكنولوجية,N/A,N/A,
6209.17,Media,620,Information Technology Consultants,استشارات تقنية المعلومات,N/A,N/A,
6209.22,Media,620,"It consultancy, it services",استشارات تكنولوجيا المعلومات، خدمات تكنولوجيا المعلومات,N/A,N/A,
6209.23,Media,620,It consultancy and marketing consultancy,استشارات تكنولوجيا المعلومات والاستشارات التسويقية,N/A,N/A,
6209.24,Media,620,"E-commerce, it consultancy, business consultancy",التجارة الإلكترونية ، استشارات تكنولوجيا المعلومات ، استشارات الأعمال,N/A,N/A,
6311,Media,631,"Data processing, hosting and related activities",تجهيز البيانات واستضافة المواقع على الشبكة وما يتصل بذلك من أنشطة,N/A,N/A,
6311.01,Media,631,"Provision of infrastructure for hosting, data processing services and related activities",إقامة البنية الأساسية لاستضافة المواقع على الشبكة وخدمات تجهيز البيانات والأنشطة المتصلة بذلك,N/A,N/A,
6311.02,Media,631,Specialized hosting activities such as:• Web hosting• Streaming services• Application hosting,"الأنشطة المتخصصة المتعلقة بإنشاء المواقع على الشبكة مثل: 
• استضافة المواقع
• خدمات التحميل مع العرض
• إنشاء مواقع التطبيقات",N/A,N/A,
6311.03,Media,631,Application service provisioning,تقديم خدمات التطبيقات,N/A,N/A,
6311.04,Media,631,General time-share provision of mainframe facilities to clients,تنظيم تقاسم الوقت في استعمال الحاسوب الرئيسي بين العملاء بشكل عام,N/A,N/A,
6311.05,Media,631,Data processing activities:• Complete processing of data supplied by clients• Generation of specialized reports from data supplied by clients,"أنشطة تجهيز البيانات: 
• التجهيز الكامل للبيانات المقّدمة من العملاء. 
• إنتاج تقارير متخصصة من البيانات المقّدمة من العملاء",N/A,N/A,
6311.06,Media,631,Provision of data entry services,تقديم خدمات إدخال البيانات,N/A,N/A,
6311.08,Media,631,Data Classification & Analysis Services,خدمات تصنيف وتحليل البيانات,N/A,N/A,
6311.09,Media,631,Web hosting,استضافة مواقع الانترنت (الويب),N/A,N/A,
6311.1,Media,631,E Guide and Building E Complexes,الدليل الالكتروني وبناء المجمعات الالكترونية,N/A,N/A,
6311.11,Media,631,Data entering,دخال البيانات,N/A,N/A,
6311.12,Media,631,Network Websites Contents Entering and Supplying,ادخال وامداد محتويات مواقع الشبكة المعلوماتية,N/A,N/A,
6311.13,Media,631,Reproduction Software and Data on Discs and Tapes,إستنساخ برمجيات وبيانات على أقراص وأشرطة,N/A,N/A,
6311.14,Media,631,Copying of Computer Software,استنساخ برامج الحاسب الآلي الجاهزة (سوفت وير),N/A,N/A,
6311.15,Media,631,Light Archiving,الارشفة الضوئية,N/A,N/A,
6311.16,Media,631,Cloud Computing Services,خدمات الحوسبة السحابية,N/A,N/A,
6311.17,Media,631,E sports Data & Analytics Services,خدمات تحليل بيانات الرياضات الالكترونية,N/A,N/A,
6311.18,Media,631,Electronic Integration,الربط الإلكتروني,N/A,N/A,
6311.19,Media,631,Gaming Localization Services,خدمات تعريب الألعاب,N/A,N/A,
6311.2,Media,631,Electronic Directory,الدليل الإلكتروني,N/A,N/A,
6311.21,Media,631,Internet Content Provider,امداد مواقع الشبكة المعلوماتية (الانترنت) بالمحتويات,N/A,N/A,
6311.22,Media,631,Computer System Housing Services,خدمات ايواء اجهزة ونظم المعلومات,N/A,N/A,
6312,Media,631,Web portals,بوابات الشبكة,N/A,N/A,
6312.01,Media,631,Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable format,تشغيل مواقع الشبكة التي تستخدم محرك بحث من أجل إنشاء قواعد بيانات واسعة لعناوين الإنترنت والمحتوى، وصيانتها، في نسق يسهل عملية البحث,N/A,N/A,
6312.02,Media,631,"Operation of other websites that act as portals to the internet, such as media sites providing periodically updated content",تشغيل مواقع الشبكة الأخرى التي تُستخَدم كبوابات إلى الإنترنت، مثل مواقع الإعلام، التي تقّدم تحديثا دوريا للمحتوى,N/A,N/A,
6312.03,Media,631,Blogging Services,خدمات التدوين الالكتروني,N/A,N/A,
6391,Media,639,News agency activities,أنشطة وكالات الأنباء,UAE Media Council,POST,
6391.01,Media,639,"News syndicate and news agency activities furnishing news, pictures and features to the media",أنشطة شركات الأنباء ووكالات الأنباء التي تقدم الأخبار والصور والرسائل الإخبارية إلى وسائط الإعلام,UAE Media Council,POST,
6395,Media,639,Online news services,الخدمات الإخبارية الإلكترونية,N/A,N/A,
6396,Media,639,Press Material Preparation and Distribution,إعداد وتوزيع المواد الصحفية,N/A,N/A,
6399,Media,639,Other information service activities n.e.c.,أنشطة خدمات المعلومات الأخرى غير المصنّفة في موضع آخر,UAE Media Council,POST,
6399.01,Media,639,Telephone based information services,خدمات المعلومات القائمة على أساس الهاتف,UAE Media Council,POST,
6399.02,Media,639,Information search services on a contract or fee basis,أبحاث المعلومات التي تتم بناًء على عقد أو أجر,UAE Media Council,POST,
6399.03,Media,639,"News clipping services, press clipping services, etc.",خدمات مقتطفات الأخبار وخدمات مقتطفات الصحف وما إليها,UAE Media Council,POST,
6399.04,Media,639,Media Monitoring Services,خدمات الرصد الاعلامي,N/A,N/A,
6399.05,Media,639,"Online Training, Project Management Services, Online Store for Consumer Products",التدريب عبر الإنترنت، خدمات إدارة المشاريع، المتجر الإلكتروني للمنتجات الاستهلاكية,N/A,N/A,
6399.06,Media,639,Media Production and Translation Services,خدمات الإنتاج والترجمة الإعلامية,N/A,N/A,
6399.07,Media,639,Project Management and Information Technology Consultancy and Service Providers,استشارات إدارة المشاريع وتكنولوجيا المعلومات ومقدمي الخدمات,N/A,N/A,
6399.08,Media,639,"Marketing Consultancy, Media Buying and Web Development",الاستشارات التسويقية وشراء الوسائط وتطوير الويب,N/A,N/A,
6399.09,Media,639,It services and education services,خدمات تكنولوجيا المعلومات والخدمات التعليمية,N/A,N/A,
6399.11,Media,639,"Media Production Services, Media and Marketing Consultancy",خدمات الإنتاج الإعلامي والاستشارات الإعلامية والتسويقية,N/A,N/A,
6420,Service and Consultancy,642,Activities of holding companies,أنشطة الشركات القابضة,N/A,N/A,
6420.01,Service and Consultancy,642,"Is class includes the activities of holding companies, i.e. units that hold the assets (owning controlling-levels of equity) of a group of subsidiary corporations and whose principal activity is owning the group. the holding companies in this class do not provide any other service to the businesses in which the equity is held, i.e. they do not administer or manage other units.",يشمل هذا الفرع أنشطة الشركات القابضة، أي الوحدات التي تستحوذ على أصول (امتلاك حصة مهيمنة من رأس المال) لمجموعة من الشركات التابعة، ويكون نشاطها الرئيسي هو ملكية تلك المجموعة. والشركات القابضة من هذا الفرع لا تقدّم أي خدمات أخرى إلى دوائر الأعمال التي تحتفظ فيها بحصة مالية، أي أنها لا تدير الوحدات الأخرى.,N/A,N/A,
6491,Service and Consultancy,649,Financial leasing,التأجير المالي,N/A,N/A,
6491.01,Service and Consultancy,649,Leasing where the term approximately covers the expected life of the asset and the lessee acquires substantially all the benefits of its use and takes all the risks associated with its ownership. the ownership of the asset may or may not eventually be transferred. such leases cover all or virtually all costs including interest.,التأجير الذي تغطي فيه المدة الإيجارية، تقريبا، العمر الافتراضي لأحد الأصول ويتمتع بمقتضاه المستأجر بالفعل بمنافع استخدامه ويتحّمل جميع المخاطر المرتبطة بملكيته. وقد تؤول إليه ملكية الأصل في النهاية أو لا تؤول إليه. وعقود الإيجار هذه تشمل جميع أنواع التكلفة بما في ذلك الفوائد، أو ُجلها,N/A,N/A,
6492,Service and Consultancy,649,Other credit granting,أشكال منح القروض الأخرى,N/A,N/A,
6492.01,Service and Consultancy,649,"Financial service activities primarily concerned with making loans by institutions not involved in monetary intermediation, where the granting of credit can take a variety of forms, such as loans, mortgages, credit cards etc., providing the following types of services:• Granting of consumer credit• International trade financing• Provision of long-term finance to industry by industrial banks• Money lending outside the banking system• Credit granting for house purchase by specialized non-depository institutions• Pawnshops and pawnbrokers","أنشطة الخدمات المالية التي تهتم أساسا بتقديم القروض من مؤسسات غير مشتغلة بالوساطة المالية، حيث يأخذ منح القروض أشكالاً مختلفة منها القروض والرهون وبطاقات الائتمان وغيرها، والتي تقدم الأنواع التالية من الخدمات: 
• منح قروض استهلاكية
• تمويل التجارة الدولية
• تقديم تمويل طويل الأجل للصناعة من المصارف الصناعية
• الإقراض خارج النظام المصرفي
• منح القروض لشراء المنازل من مؤسسات متخصصة لا تقبل الودائع
• محال الرهونات والمقرضون برهن",N/A,N/A,
6499,Service and Consultancy,649,"Other financial service activities, except insurance and pension funding activities, n.e.c.",أنشطة الخدمات المالية الأخرى باستثناء التأمين وتمويل المعاشات التقاعدية، غير المصنّفة في موضع آخر,N/A,N/A,
6499.01,Service and Consultancy,649,"Other financial service activities primarily concerned with distributing funds other than by making loans:• Factoring activities• Writing of swaps, options and other hedging arrangements• Activities of viatical settlement companies","أنشطة الخدمات المالية الأخرى التي تهتم أساسا بتوزيع الأموال بخلاف الإقراض: 
• أنشطة الوساطة التجارية
• تحرير المقايضات وحقوق الاختيار وغيرها من ترتيبات التغطية لتفادي الخسارة
• أنشطة الشركات التي تعمل في تسوية التعويضات",N/A,N/A,
6499.02,Service and Consultancy,649,"Own-account investment activities, such as by venture capital companies, investment clubs etc.",أنشطة الاستثمار للحساب الخاص للوحدات المعنية، مثل شركات رؤوس الأموال المجازفة، ونوادي الاستثمار، إلخ,N/A,N/A,
6510.01,Service and Consultancy,651,Insurance consultancies,استشارات التأمين,Central Bank,PRE,
6511,Service and Consultancy,651,Life insurance,التأمين على الحياة,Central Bank - Sharjah /Insurance Authority - Abu Dhabi,PRE,
6511.01,Service and Consultancy,651,"Underwriting annuities and life insurance policies, disability income insurance policies, and accidental death and dismemberment insurance policies (with or without a substantial savings element).",ضمان المستحقات السنوية وبوالص التأمين على الحياة، وبوالص تأمين الدخل عند العجز، وبوالص التأمين ضد الموت في حادث أو فقد وظائف أحد الأعضاء (مع عنصر اّدخاري كبير أو بدونه),Central Bank - Sharjah /Insurance Authority - Abu Dhabi,PRE,
6512,Service and Consultancy,651,Non-life insurance,التأمين، بخلاف التأمين على الحياة,Central Bank - Sharjah /Insurance Authority - Abu Dhabi,PRE,
6512.01,Service and Consultancy,651,"Provision of insurance services other than life insurance:• Accident and fire insurance• Health insurance• Travel insurance• Property insurance• Motor, marine, aviation and transport insurance• Pecuniary loss and liability insurance","تقديم خدمات التأمين غير التأمين على الحياة: 
• تأمين الحوادث والحريق
• التأمين الصحي
• تأمين السفر
• تأمين الممتلكات
• التأمين على السيارات والتأمين البحري وتأمين الطائرات والنقل
• التأمين ضد الخسائر المالية وتأمين الديون",Central Bank - Sharjah /Insurance Authority - Abu Dhabi,PRE,
6520,Service and Consultancy,652,Reinsurance,إعادة التأمين,Central Bank - Sharjah /Insurance Authority - Abu Dhabi,PRE,
6520.01,Service and Consultancy,652,Activities of assuming all or part of the risk associated with existing insurance policies originally underwritten by other insurance carriers,الأنشطة التي تتمثّل في تحمل جميع المخاطر أو جزء منها، المرتبطة ببوالص التأمين القائمة المضمونة في الأصل من قِبَل شركات تأمين أخرى,Central Bank - Sharjah /Insurance Authority - Abu Dhabi,PRE,
6612.92,Service and Consultancy,661,Brokerage in commodities listed in foreign markets,الوساطة في السلع المدرجة في الأسواق الأجنبية,N/A,N/A,
6619,Service and Consultancy,661,Other activities auxiliary to financial service activities,الأنشطة الأخرى المساعدة لأنشطة الخدمات المالية,Central Bank - Sharjah,PRE,
6619.01,Service and Consultancy,661,"Financial transaction processing and settlement activities, including for credit card transactions",تجهيز المعاملات المالية وأنشطة تسوية المعاملات المالية، بما في ذلك المعاملات المتعلقة ببطاقات الائتمان,Central Bank - Sharjah,PRE,
6619.02,Service and Consultancy,661,Investment advisory services,الخدمات الاستشارية الاستثمارية,Securities and Commodities Authority,PRE,
6619.03,Service and Consultancy,661,Activities of mortgage advisers and brokers,أنشطة المستشارين والسماسرة في مجال الرهن,Central Bank - Sharjah  of the United Arab Emirates,PRE,
6619.12,Service and Consultancy,661,Compliance consultancy,استشارات الإمتثال,N/A,N/A,
6619.13,Service and Consultancy,661,Financial advisory and financial analysis,الإستشارات المالية و التحليل المالي,Securities and Commodities Authority - Abu Dhabi,POST,
6619.15,Service and Consultancy,661,Economic advisory,الإستشارات الاقتصادية,Securities and Commodities Authority + Central Bank - Sharjah,PRE,
6619.21,Service and Consultancy,661,Financial consultation and financial analysis,الاستشارات المالية والتحليل المالي,Securities and Commodities Authority,POST,
6621,Service and Consultancy,662,Risk and damage evaluation,تقييم المخاطر والأضرار,N/A,N/A,
6621.01,Service and Consultancy,662,Assessing insurance claims• Claims adjusting• Risk assessing• Risk and damage evaluation• Average and loss adjusting,"تقييم طلبات التأمين: 
• تقدير التعويضات
• تقييم المخاطر
• تقييم المخاطر والأضرار 
• تقييم العوار والفاقد",N/A,N/A,
6621.02,Service and Consultancy,662,Settling insurance claims,تسوية مطالبات التأمين,N/A,N/A,
6622,Service and Consultancy,662,Activities of insurance agents and brokers,أنشطة وكلاء وسماسرة التأمين,N/A,N/A,
6622.01,Service and Consultancy,662,"Activities of insurance agents and brokers (insurance intermediaries) in selling, negotiating or soliciting of annuities and insurance and reinsurance policies",أنشطة وكلاء التأمين و سماسرة التأمين (وسطاء التأمين) بيع المستحقات السنوية للتأمين وبوالص التأمين وإعادة التأمين، والتفاوض عليها وترويجها,N/A,N/A,
6629,Service and Consultancy,662,Other activities auxiliary to insurance and pension funding,أنشطة أخرى مساعدة للتأمين وتمويل المعاشات التقاعدية,N/A,N/A,
6629.01,Service and Consultancy,662,Activities involved in or closely related to insurance and pension funding (except claims adjusting and activities of insurance agents):• Salvage administration• Actuarial services,"الأنشطة المتعلقة بتمويل التأمين والمعاشات التقاعدية أو المرتبطة ارتباطا وثيقا بها (فيما عدا تسوية المطالبات وأنشطة وكلاء التأمين): 
• إدارة نواتج عمليات الانتشال
• الخدمات الإكتوارية",N/A,N/A,
6820.11,Service and Consultancy,682,Real estate consultancy,الإستشارات العقارية,N/A,N/A,
6891,Service and Consultancy,689,Real Estate Development,التطوير العقاري,N/A,N/A,
6891.01,Service and Consultancy,689,"Development of building projects for own operation, i.e. for renting of space in these buildings",تطوير مشاريع البناء للتشغيل الخاص، أي لتأجير مساحات في المباني,Real Estate Registration Department,POST,
6891.02,Service and Consultancy,689,"Subdividing real estate into lots, without land improvement",تقسيم الأراضي إلى حصص دون إدخال إصلاحات على الأراضي,N/A,N/A,
6891.03,Service and Consultancy,689,Operation of residential mobile home sites,تشغيل مواقع البيوت المتنقلة السكنية,N/A,N/A,
6910.93,Service and Consultancy,691,Trade Marks Registration Agent,وكيل تسجيل العلامات التجارية,N/A,N/A,
6920,Service and Consultancy,692,"Accounting, bookkeeping and auditing activities; tax consultancy",الأنشطة المحاسبية وأنشطة مسك الدفاتر ومراجعة الحسابات، والاستشارات الضريبية,N/A,N/A,
6920.01,Service and Consultancy,692,Recording of commercial transactions from businesses or others,تسجيل المعاملات التجارية الخاصة بالمشاريع التجارية أو غيرها,N/A,N/A,
6920.02,Service and Consultancy,692,Preparation or auditing of financial accounts,إعداد الحسابات المالية أو مراجعتها,N/A,N/A,
6920.03,Service and Consultancy,692,Examination of accounts and certification of their accuracy,فحص الحسابات والتصديق على صحتها,N/A,N/A,
6920.04,Service and Consultancy,692,Preparation of personal and business income tax returns,إعداد إقرارات ضرائب الدخل الشخصية أو التجارية,N/A,N/A,
6920.05,Service and Consultancy,692,Advisory activities and representation on behalf of clients before tax authorities,الأنشطة الاستشارية وتمثيل العملاء أمام سلطات الضرائب,N/A,N/A,
6920.97,Service and Consultancy,692,Tax agent service,وكيل خدمات الضريبة,DNFBP,PRE,
7010,Service and Consultancy,701,Activities of head offices,أنشطة المكاتب الرئيسية,N/A,N/A,
7010.01,Service and Consultancy,701,Head offices,المكاتب الرئيسية,N/A,N/A,
7010.02,Service and Consultancy,701,Centralized administrative offices,مكاتب الإدارة المركزية,N/A,N/A,
7010.03,Service and Consultancy,701,Corporate offices,مكاتب الشركة الأم,N/A,N/A,
7010.04,Service and Consultancy,701,District and regional offices,المكاتب الإقليمية والفرعية,N/A,N/A,
7010.05,Service and Consultancy,701,Subsidiary management offices,مكاتب إدارة الفروع,N/A,N/A,
7010.97,Service and Consultancy,701,Government tourist liaison office,مكتب الاتصال السياحي الحكومي,Department Of Department Of Civil Aviation & Sharjah Airport Authority,PRE,
7020,Service and Consultancy,702,Management consultancy activities,أنشطة الإستشارات الإدارية,N/A,N/A,
7020.01,Service and Consultancy,702,"Marketing, public relations & communication consultancy",استشارات التسويق و العلاقات العامة و الاتصال,N/A,N/A,
7020.02,Service and Consultancy,702,Lobbying activities,"أنشطة السعي لدى ""الجهات الرسمية/الحكومية"" لتحقيق مصلحة",N/A,N/A,
7020.03,Service and Consultancy,702,"Design of accounting methods or procedures, cost accounting programmes, budgetary control procedures",تصميم طرق المحاسبة أو إجراءاتها، وبرامج محاسبة التكاليف، وإجراءات مراقبة الميزانية,N/A,N/A,
7020.04,Service and Consultancy,702,"Advice and help to businesses and public services in planning, organization, efficiency and control, management information etc.",تقديم المشورة والمساعدة إلى دوائر الأعمال والإدارة العامة في التخطيط والتنظيم والكفاءة والمراقبة ومعلومات الإدارة، إلخ,N/A,N/A,
7020.11,Service and Consultancy,702,Strategy advisory services,خدمات الإستشارات الإستراتيجية,N/A,N/A,
7020.12,Service and Consultancy,702,Digital content management,إدارة المحتوى الرقمي,N/A,N/A,
7020.13,Service and Consultancy,702,Project management services,خدمات إدارة المشاريع,N/A,N/A,
7020.14,Service and Consultancy,702,Immigration consultancy,إستشارات الهجرة,N/A,N/A,
7020.15,Service and Consultancy,702,Logistics consultancy,الإستشارات اللوجستية,N/A,N/A,
7020.16,Service and Consultancy,702,Public relation services,خدمات العلاقات العامة,N/A,N/A,
7020.17,Service and Consultancy,702,Hospitality management consultancy,إستشارات إدارة الضيافة,N/A,N/A,
7020.18,Service and Consultancy,702,Health management consulting services,خدمات إستشارات إدارة الصحة,N/A,N/A,
7020.19,Service and Consultancy,702,"Quality, standardization and measuring consultancy",استشارات الجودة و توحيد المعايير و القياس,N/A,N/A,
7020.2,Service and Consultancy,702,Procurement consulting,استشارات المشتريات,N/A,N/A,
7020.21,Service and Consultancy,702,Cargo freight consultancy,استشارات شحن البضائع,N/A,N/A,
7020.44,Service and Consultancy,702,Parliamentary consultancy,الاستشارات البرلمانية,N/A,N/A,
7110,Service and Consultancy,711,Architectural and engineering activities and related technical consultancy,الأنشطة المعمارية والهندسية والخدمات الاستشارية الفنية المتصلة بها,Sharjah Municipality,POST,
7110.01,Service and Consultancy,711,Architectural consulting activities:• Building design and drafting• Town and city planning and landscape architecture,"الأنشطة الاستشارية المعمارية: 
• تصميم المباني وإعداد الخرائط
• تخطيط المدن والهندسة المعمارية لتجميل المواقع",Sharjah Municipality,POST,
7110.02,Service and Consultancy,711,"Engineering design (i.e. applying physical laws and principles of engineering in the design of machines, materials, instruments, structures, processes and systems) andconsulting activities for:• Machinery, industrial processes and industrial plant• Projects involving civil engineering, hydraulic engineering, traffic engineering• Water management projects• Projects elaboration and realization relative to electrical and electronic engineering, mining engineering, chemical engineering, mechanical, industrial and systems engineering, safety engineering• Project management activities related to construction","التصميم الهندسي (أي تطبيق القوانين الفيزيائية والقواعد الهندسية في تصميم الآلات والمواد والأدوات والإنشاءات والعمليات والنظم) والأنشطة الاستشارية فيما يتعلق بما يلي: 
• الآلات والعمليات الصناعية والمصانع
• المشاريع التي تتضّمن هندسة مدنية أو هيدروليكية أو مرورية
• مشاريع إدارة المياه
• وضع المشاريع وتنفيذها بالنسبة للهندسة الكهربائية والالكترونية، وهندسة التعدين، والهندسة الكيميائية، والهندسة الميكانيكية والصناعية وهندسة النظم، وهندسة الأمن والسلامة
• أنشطة إدارة المشروع المتعلقة بالتشييد",Sharjah Municipality,POST,
7110.03,Service and Consultancy,711,"Elaboration of projects using air conditioning, refrigeration, sanitary and pollutioncontrol engineering, acoustical engineering etc.",إعداد المشاريع التي تستخدم هندسة تكييف الهواء وهندسة التبريد وهندسة الإصحاح ومكافحة التلّوث وهندسة الصوتيات، إلخ,Sharjah Municipality,POST,
7110.04,Service and Consultancy,711,"Geophysical, geologic and seismic surveying",المساحة ا لجغرافية والجيولوجية والزلزالية,Sharjah Municipality,POST,
7110.05,Service and Consultancy,711,Geodetic surveying activities:• Land and boundary surveying activities• Hydrologic surveying activities• Subsurface surveying activities• Cartographic and spatial information activities,"أنشطة المسح الجيوديسي: 
• أنشطة مسح الأراضي والحدود
• أنشطة المسح الهيدرولوجي
• أنشطة المسح تحت التربة
• أنشطة المعلومات الخرائطية والمكانية",Sharjah Municipality,POST,
7110.11,Service and Consultancy,711,Engineering consultancy,الإستشارات الهندسية,Sharjah Municipality,POST,
7110.12,Service and Consultancy,711,Civil engineering consultancy,إستشارات الهندسة المدنية,Sharjah Municipality,POST,
7110.13,Service and Consultancy,711,Engineering consultancy of ship building,الإستشارات الهندسية الخاصة ببناء السفن,Sharjah Ports and Customs,POST,
7110.14,Service and Consultancy,711,Aviation consultancy,استشارات الطيران,Department Of Civil Aviation & Sharjah Airport Authority,PRE,
7110.15,Service and Consultancy,711,Marine services consultancy,استشارات الخدمات البحرية,Sharjah Ports and Customs,POST,
7110.17,Service and Consultancy,711,Mass media engineering consultancy,شارات هندسة الإعلام الجماهيري,N/A,N/A,
7110.30,Service and Consultancy,711,"Volume, noise and oscillation control consultancy",استشارات التحكم في مستوى الصوت والضوضاء والتذبذب,N/A,N/A,
7110.41,Service and Consultancy,711,Products design services,خدمات تصميم السلع,N/A,N/A,
7120,Service and Consultancy,712,Technical testing and analysis,الاختبارات والتحاليل التقنية,Food Control Section - Sharjah Municibality,POST,
7120.01,Service and Consultancy,712,"Performance of physical, chemical and other analytical testing of all types of materials and products (see below for exceptions):• Acoustics and vibration testing• Testing of composition and purity of minerals etc.• Testing activities in the field of food hygiene, including veterinary testing and control in relation to food production• Testing of physical characteristics and performance of materials, such as strength, thickness, durability, radioactivity etc.• Qualification and reliability testing• Performance testing of complete machinery: motors, automobiles, electronic equipment etc.• Radiographic testing of welds and joints• Failure analysis• Testing and measuring of environmental indicators: air and water pollution etc.","إجراء الاختبارات الفيزيائية والكيميائية وسائر الاختبارات التحليلية من جميع الانواع للمواد والمنتجات (انظر الاستثناءات في ما يلي): 
• اختبار الصوتيات والذبذبات
• اختبار تركيب المعادن ودرجة نقاوتها، إلخ
• أنشطة الاختبار في مجال الصحة الغذائية، بما ذلك الاختبارات البيطرية وعمليات المراقبة ذات الصلة بالإنتاج الغذائي
• اختبار الخصائص الفيزيائية للمعادن وأدائها، مثل الشدة والكثافة ودرجة التحمل والنشاط ا شعاعي، إلخ
• اختبار الاهلية والاعتمادية
• اختبار أداء الآلات الكاملة: المحّركات والسيارات والمعدات الإلكترونية، إلخ
• اختبار اللحامات والوصلات عن طريق التصوير بالأشعة
• تحليل الأعطال
• اختبار وقياس المؤشرات البيئية: تلّوث الهواء والمياه، إلخ",N/A,N/A,
7120.02,Service and Consultancy,712,"Certification of products, including consumer goods, motor vehicles, aircraft, pressurized containers, nuclear plants etc.",شهادات صلاحية المنتجات، بما في ذلك السلع الاستهلاكية والمركبات ذات المحركات والطائرات وأوعية الضغط والمحطات النووية، إلخ,N/A,N/A,
7120.03,Service and Consultancy,712,Periodic road-safety testing of motor vehicles,الاختبارات الدورية للسيارات من حيث السلامة على الطرق,N/A,N/A,
7120.04,Service and Consultancy,712,"Testing with use of models or mock-ups (e.g. of aircraft, ships, dams etc.)",إجراء الاختبارات باستخدام النماذج أو النماذج المصطنعة بالحجم الطبيعي (مثل الطائرات والسفن والسدود، إلخ),N/A,N/A,
7120.05,Service and Consultancy,712,Operation of police laboratories,تشغيل مختبرات الشرطة,N/A,N/A,
7120.28,Service and Consultancy,712,Building inspection services,خدمات فحص المباني,N/A,N/A,
7131,Service and Consultancy,713,Alternative Energy Consultancy,استشارات الطاقة البديلة,N/A,N/A,
7132,Service and Consultancy,713,Environmental engineering Consultancy,استشارات الهندسة البيئية,N/A,N/A,
7133,Service and Consultancy,713,Waste Management Consultancy,استشارات إدارة المخلفات,N/A,N/A,
7134,Service and Consultancy,713,Sustainable Mobility Consultancy,استشارات النقل المستدام,N/A,N/A,
7210,Service and Consultancy,721,Research and experimental development on natural sciences and engineering,البحث والتطوير التجريبي في مجالي العلوم الطبيعية والهندسة,N/A,N/A,
7210.01,Service and Consultancy,721,"Esearch and experimental development on natural science and engineering:• Research and development on natural sciences• Research and development on engineering and technology• Research and development on medical sciences• Research and development on biotechnology• Research and development on agricultural sciences• Interdisciplinary research and development, predominantly on natural sciences and engineering","البحث والتطوير التجريبي في مجالي العلوم الطبيعية والهندسة: 
• البحث والتطوير في مجال العلوم الطبيعية
• البحث والتطوير في مجال الهندسة والتكنولوجيا
• البحث والتطوير في العلوم الطبية
• لبحث والتطوير في علوم التكنولوجيا الحيوية
• البحث و التطوير في العلوم الزراعية
• البحث والتطوير المتعّدد القطاعات، على الأغلب في العلوم الطبيعية و الهندسة",N/A,N/A,
7210.02,Service and Consultancy,721,Chemical industries consultancy,استشارات الصناعات الكميائية,N/A,N/A,
7220,Service and Consultancy,722,Research and experimental development on social sciences and humanities,البحث والتطوير التجريبي في مجال العلوم الاجتماعية والإنسانية,N/A,N/A,
7220.01,Service and Consultancy,722,Research and development on social sciences,البحث والتطوير في العلوم الاجتماعية,N/A,N/A,
7220.02,Service and Consultancy,722,Research and development on humanities,البحث والتطوير في العلوم الانسانية,N/A,N/A,
7220.03,Service and Consultancy,722,"Interdisciplinary research and development, predominantly on social sciences and humanities",البحث والتطوير المتعّدد القطاعات، على الأغلب في العلوم الاجتماعية والإنسانية,N/A,N/A,
7220.04,Service and Consultancy,722,Artificial Intelligence Developing Services,خدمات تطوير الذكاء الاصطناعي,N/A,N/A,
7220.05,Service and Consultancy,722,Consultancy and studies and researches in literature and arts,الاستشارات والدراسات والبحوث في الأدب والفنون,N/A,N/A,
7220.06,Service and Consultancy,722,Consulting and research and development in the field of technology education,الأستشارات والبحث والتطوير فى مجال تقنيات التعليم,N/A,N/A,
7220.07,Service and Consultancy,722,Gaming Industry Research Services,الدراسات والبحوث في مجال الألعاب,N/A,N/A,
7310,Media,731,Advertising,الإعلان,UAE Media Council,POST,
7310.01,Media,731,"Creation and realization of advertising campaigns:• Creating and placing advertising in newspapers, periodicals, radio, television, the internet and other media• Creating and placing of outdoor advertising, e.g. billboards, panels, bulletins and frames, window dressing, showroom design, car and bus carding etc.• Media representation, i.e. sale of time and space for various media soliciting advertising• Aerial advertising• Distribution or delivery of advertising material or samples• Provision of advertising space on billboards etc.• Creation of stands and other display structures and sites","ابتكار وتنفيذ حملات إعلانية:
• ابتكار الإعلانات ونشرها في الصحف والدوريات والإذاعة والتليفزيون وعلى شبكة الإنترنت
والوسائط الأخرى
• ابتكار الإعلانات ونشرها في الأماكن الخارجية، مثل لوحات الإعلانات والملصقات والنشرات والأُطُر
وواجهات المتاجر، وتصميم صالات العرض، والإعلان على السيارات والحافلات، إلخ
• تمثيل وسائط الإعلام، أي بيع الوقت والمساحة لمختَلف الإعلانات التي تجتذب وسائط الإعلان
• الإعلانات الجوية
• توزيع أو توصيل المواد الإعلانية أو العيِّنات
• إتاحة مكان إعلاني على لوحات الإعلان وغيرها
• إقامة أكشاك وهياكل عرض أخرى ومواقع للإعلان",UAE Media Council,POST,
